Rating|id|Short-Info|Purpose|More-Info
1|3586|Castor Oil/IPDI Copolymer is a copolymer of castor oil and isophorone diisocyanate.|film former and film forming|https://www.ewg.org/skindeep/ingredients/701160-CASTOR_OIL_IPDI_COPOLYMER/
1|3587|Cod Liver Oil is a fixed oil expressed from the fresh livers of Gadus morrhua and otherGadidae species of codfish.|fragrance ingredient, skin-conditioning agent - occlusive, skin protectant, and emollient|https://www.ewg.org/skindeep/ingredients/701575-COD_LIVER_OIL/
1|3588|||https://www.ewg.org/skindeep/ingredients/701870-DEAD_SEA_MINERALS/
1|3589|||https://www.ewg.org/skindeep/ingredients/702495-FOENICULUM_VULGARE_SWEET_FENNEL_OIL/
1|3590|Isocetyl Alcohol is a mixture of branched chain 16 carbon aliphatic alcohols.|skin-conditioning agent - emollient, viscosity increasing agent - nonaqueous, emollient, skin conditioning, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/703165-ISOCETYL_ALCOHOL/
1|3591|Magnesium Cocoate is a magnesium salt of Coconut Acid (q.v.).|anticaking agent, slip modifier, viscosity increasing agent - nonaqueous, anticaking, emulsifying, surfactant, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/703689-MAGNESIUM_COCOATE/
2.0|3592|PEG-6 Beeswax is a polyethylene glycol derivative of Beeswax (q.v.) with an average of 6moles of ethylene oxide.|surfactant - emulsifying agent and emulsifying|https://www.ewg.org/skindeep/ingredients/704623-PEG6_BEESWAX/
1|3593|Polysilicone-8 is a siloxane polymer.|antifoaming agent, film former, hair conditioning agent, antifoaming, and hair conditioning|https://www.ewg.org/skindeep/ingredients/705131-POLYSILICONE8/
1|3594|||https://www.ewg.org/skindeep/ingredients/705804-SAPONIFIED_CANNABIS_SATIVA_HEMP_OIL/
1|3595|Disodium Cetyl Phenyl Ether Disulfonate is a disodium salt of the product formed by thereaction of sulfonated diphenyl ether witha -hexadecene.|surfactant - cleansing agent, surfactant - emulsifying agent, surfactant - hydrotrope, cleansing, emulsifying, hydrotrope, and surfactant|https://www.ewg.org/skindeep/ingredients/718698-DISODIUM_CETYL_PHENYL_ETHER_DISULFONATE/
1|3596|Glucosyl Hesperidin is a glucose ether of Hesperidin (q.v.).|humectant, skin-conditioning agent - miscellaneous, and skin conditioning|https://www.ewg.org/skindeep/ingredients/719201-GLUCOSYL_HESPERIDIN/
1|3597|HC Blue No. 15 is a hair color.|hair colorant and hair dyeing|https://www.ewg.org/skindeep/ingredients/719393-HC_BLUE_NO_15/
1|3598|Potassium Palmitoyl Hydrolyzed Wheat Protein is a potassium salt of the condensationproduct of palmitic acid chloride and Hydrolyzed Wheat Protein (q.v.).|hair conditioning agent, skin-conditioning agent - miscellaneous, surfactant - cleansingagent, cleansing, hair conditioning, and skin conditioning|https://www.ewg.org/skindeep/ingredients/722746-POTASSIUM_PALMITOYL_HYDROLYZED_WHEAT_PROTEIN/
1|3599|Yeast Polysaccharides is a polysaccharides derived from the cell walls of Yeast (q.v.).|film former, skin-conditioning agent - miscellaneous, viscosity increasing agent -aqueous, film forming, skin conditioning, skin protecting, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/724882-YEAST_POLYSACCHARIDES/
2.5|3600|Zirconium Powder is a powdered metallic element.|antiperspirant agent|https://www.ewg.org/skindeep/ingredients/724944-ZIRCONIUM_POWDER/
1|3601|||https://www.ewg.org/skindeep/ingredients/862311-MELALEUCA_ALTERNIFOLIA_LEAF_WATER/
2.5|3602|Calcium Lactate is a calcium salt of lactic acid.|cosmetic astringent, exfoliant, astringent, buffering, and keratolytic|https://www.ewg.org/skindeep/ingredients/700967-CALCIUM_LACTATE/
1|3603||binder, skin-conditioning agent - emollient, and skin conditioning|https://www.ewg.org/skindeep/ingredients/703205-ISOPROPYL_LAUROYLSARCOSINATE/
1|3604|||https://www.ewg.org/skindeep/ingredients/703583-LINUM_USITATISSIMUM_FLAX_SEED/
1|3605|Methyl Soyate is an ester of methyl alcohol and Soy Acid (q.v.).|skin-conditioning agent - emollient, emollient, and skin conditioning|https://www.ewg.org/skindeep/ingredients/703915-METHYL_SOYATE/
1|3606|||https://www.ewg.org/skindeep/ingredients/704071-MYRISTYOLPENTAPEPTIDES/
1|3607|||https://www.ewg.org/skindeep/ingredients/705367-PRUNUS_DULCIS_ALMOND/
4|3608|Quaternium-33 is a quaternary ammonium salt.|antistatic agent, hair conditioning agent, antistatic, and hair conditioning|https://www.ewg.org/skindeep/ingredients/705487-QUATERNIUM33/
1|3609|Castor Oil Benzoate is an ester of Ricinus Communis (Castor) Oil (q.v.) and Benzoic Acid(q.v.).|skin-conditioning agent - emollient, skin-conditioning agent - occlusive, antimicrobial, emollient, and skin conditioning|https://www.ewg.org/skindeep/ingredients/717509-CASTOR_OIL_BENZOATE/
1|3610|Gardenia Florida Extract is an extract of the fruit of the gardenia, Gardenia florida.|colorant and tonic|https://www.ewg.org/skindeep/ingredients/719161-GARDENIA_FLORIDA_EXTRACT/
1|3611|Sodium Bisulfate is an inorganic salt.|ph adjuster and buffering|https://www.ewg.org/skindeep/ingredients/723616-SODIUM_BISULFATE/
1|3612|Sophora Japonica Bud Extract is an extract of the buds of Sophora japonica.|not reported and skin protecting|https://www.ewg.org/skindeep/ingredients/724025-SOPHORA_JAPONICA_BUD_EXTRACT/
1.5|3613|||https://www.ewg.org/skindeep/ingredients/726680-SILVER_CITRATE/
1|3614||hair conditioning and skin conditioning|https://www.ewg.org/skindeep/ingredients/728921-AMBER_EXTRACT/
1|3615||hair conditioning and skin conditioning|https://www.ewg.org/skindeep/ingredients/730323-YOGURT_EXTRACT/
1|3616|Calcium Pantetheine Sulfonate is a calcium salt of the S-sulfonate of pantetheine.|skin-conditioning agent - miscellaneous, hair conditioning, and skin conditioning|https://www.ewg.org/skindeep/ingredients/700970-CALCIUM_PANTETHEINE_SULFONATE/
2.0|3617|||https://www.ewg.org/skindeep/ingredients/703544-LIDOCAINE/
1|3618|Pentahydrosqualene is an end product of the controlled hydrogenation of Squalene (q.v.).|skin-conditioning agent - occlusive and emollient|https://www.ewg.org/skindeep/ingredients/704746-PENTAHYDROSQUALENE/
1|3619|||https://www.ewg.org/skindeep/ingredients/705619-ROSE/
1|3620|Saponified oil or fat is a lipid substance treated with sodium or patassium hydroxide to convert it into soap.||https://www.ewg.org/skindeep/ingredients/705803-SAPONIFIED_AZADIRACHTA_INDICA_NEEM_OIL/
1|3621|Bis-Diglyceryl Polyacyladipate-1 is an Adipic Acid (q.v.) diester of a mixed diglyceryl ester ofcaprylic, capric, hydroxystearic and isostearic acids.|skin-conditioning agent - emollient, emollient, and skin conditioning|https://www.ewg.org/skindeep/ingredients/716990-BISDIGLYCERYL_POLYACYLADIPATE1/
1|3622|Hydroxycaproyl Phytosphingosine is a synthetic N-acylated sphingoid.|hair conditioning agent and skin-conditioning agent - miscellaneous|https://www.ewg.org/skindeep/ingredients/719747-HYDROXYCAPROYL_PHYTOSPHINGOSINE/
1|3623|Potassium Palmitoyl Hydrolyzed Oat Protein is a potassium salt of the condensation productof palmitic acid chloride and Hydrolyzed Oat Protein (q.v.).|hair conditioning agent, skin-conditioning agent - miscellaneous, surfactant - cleansingagent, hair conditioning, and skin conditioning|https://www.ewg.org/skindeep/ingredients/722745-POTASSIUM_PALMITOYL_HYDROLYZED_OAT_PROTEIN/
2|3624|||https://www.ewg.org/skindeep/ingredients/726711-ANTHEMIS_NOBILIS_CHAMOMILE_EXTRACT/
1|3625||perfuming|https://www.ewg.org/skindeep/ingredients/727566-ETHYL_ACETOACETATE/
1|3626|||https://www.ewg.org/skindeep/ingredients/862129-BENZO18CROWN6/
1|3627|||https://www.ewg.org/skindeep/ingredients/862139-MENTHYL_ETHYLAMIDO_OXALATE/
1|3628|||https://www.ewg.org/skindeep/ingredients/862156-TETRAPEPTIDE28_ARGININAMIDE/
3.0|3629|Calcium Thioglycolate is a calcium salt of thioglycolic acid.|depilating agent, exfoliant, depilatory, keratolytic, and reducing|https://www.ewg.org/skindeep/ingredients/700981-CALCIUM_THIOGLYCOLATE/
1|3630|Capsella Bursa-Pastoris Extract is an extract of the herb of the shepherds purse, Capsellabursa-pastoris.|skin-conditioning agent - miscellaneous and skin conditioning|https://www.ewg.org/skindeep/ingredients/701072-CAPSELLA_BURSAPASTORIS_SHEPHERDS_PURSE_EXTRACT/
1|3631|Ceratonia Siliqua (Carob) Fruit Extract is an extract of the fruit of the carob, Ceratonia siliqua.|fragrance ingredient, skin-conditioning agent - miscellaneous, masking, and skin conditioning|https://www.ewg.org/skindeep/ingredients/701209-CERATONIA_SILIQUA_CAROB_EXTRACT/
1|3632|Diglycol/CHDM/Isophthalates/SIP Copolymer is a copolymer of diethylene glycol, 1, 4-cyclohexanedimethanol and the simple esters of isophthalic acid and sulfoisophthalic acid.|film former, viscosity increasing agent - aqueous, and film forming|https://www.ewg.org/skindeep/ingredients/701973-DIGLYCOL_CHDM_ISOPHTHALATES_SIP_COPOLYMER/
1|3633|||https://www.ewg.org/skindeep/ingredients/703264-JASMINUM_SAMBAC_ARABIAN_JASMINE_FLOWER_OIL/
1|3634|||https://www.ewg.org/skindeep/ingredients/704154-NUTMEG/
1|3635|Ormenis Multicaulis Extract is an extract of Ormenis multicaulis.|fragrance ingredient, skin-conditioning agent - emollient, masking, and tonic|https://www.ewg.org/skindeep/ingredients/704349-ORMENIS_MULTICAULIS_CHAMOMILE_EXTRACT/
1|3636|Paeonia Albiflora Flower Extract is an extract of the flowers of the peony, Paeonia albiflora.|skin-conditioning agent - miscellaneous and tonic|https://www.ewg.org/skindeep/ingredients/704395-PAEONIA_ALBIFLORA_WHITE_PEONY_FLOWER_EXTRACT/
1|3637|||https://www.ewg.org/skindeep/ingredients/705527-RED_ALGAE/
1|3638|Silybum Marianum Seed Extract is an extract of the seeds of Silybum marianum.|skin-conditioning agent - miscellaneous and skin conditioning|https://www.ewg.org/skindeep/ingredients/705951-SILYBUM_MARIANUM_BLESSED_THISTLE_SEED_EXTRACT/
2.0|3639|Tosylamide is a mixture of isomers of the aromatic amides.|plasticizer and plasticiser|https://www.ewg.org/skindeep/ingredients/706584-TOSYLAMIDE/
1|3640|||https://www.ewg.org/skindeep/ingredients/706846-VEGETABLE_DECYL_GLUCOSIDE/
1.5|3641|Oryza Sativa (Rice) Bran is a broken hulls of rice Oryza sativa.|abrasive, bulking agent, and bulking|https://www.ewg.org/skindeep/ingredients/721196-ORYZA_SATIVA_RICE_BRAN/
1|3642|||https://www.ewg.org/skindeep/ingredients/725511-EUCALYPTUS/
1.5|3643||perfuming|https://www.ewg.org/skindeep/ingredients/725713-METHYLIONONE/
1|3644|||https://www.ewg.org/skindeep/ingredients/726501-GARDENIA_JASMINOIDES_GARDENIA_FLOWER_EXTRACT/
1|3645|||https://www.ewg.org/skindeep/ingredients/726528-CITRUS_GRANDIS_GRAPEFRUIT_SEED_OIL/
1|3646|||https://www.ewg.org/skindeep/ingredients/726802-AZADIRACHTIN_INDICA_NEEM_POWDER/
1|3647||skin-conditioning agent - miscellaneous and skin conditioning|https://www.ewg.org/skindeep/ingredients/700009-1METHYLHYDANTOIN2IMIDE/
1|3648||flavoring agent and masking|https://www.ewg.org/skindeep/ingredients/700567-ASPARTAME/
1|3649|Disodium Succinate is a disodium salt of Succinic Acid (q.v.).|fragrance ingredient, not reported, masking, and surfactant|https://www.ewg.org/skindeep/ingredients/702166-DISODIUM_SUCCINATE/
1|3650|Lactobionic Acid is an organic acid.|ph adjuster and buffering|https://www.ewg.org/skindeep/ingredients/703359-LACTOBIONIC_ACID/
1|3651|Maltitol is a disaccharide polyol obtained by hydrogenation of maltose.|flavoring agent, humectant, skin-conditioning agent - humectant, masking, moisturising, and skin conditioning|https://www.ewg.org/skindeep/ingredients/703726-MALTITOL/
1|3652|Nelumbium Speciosum Flower Oil is an oil expressed from the flowers of Nelumbiumspeciosum.|skin-conditioning agent - miscellaneous and skin conditioning|https://www.ewg.org/skindeep/ingredients/704103-NELUMBIUM_SPECIOSUM_LOTUS_FLOWER_OIL/
1|3653|Potassium Laurate is a potassium salt of lauric acid.|surfactant - cleansing agent, surfactant - emulsifying agent, emulsifying, and surfactant|https://www.ewg.org/skindeep/ingredients/705208-POTASSIUM_LAURATE/
1|3654|||https://www.ewg.org/skindeep/ingredients/705373-PRUNUS_AMYGDALUS_DULCIS_SWEET_ALMOND_EXTRACT/
1|3655|Juglans Regia (Walnut) Seed Oil is an oil derived from the nut meats of walnuts, Juglans spp.|skin-conditioning agent - occlusive and skin conditioning|https://www.ewg.org/skindeep/ingredients/706940-JUGLANS_REGIA_PERSIAN_WALNUT_SEED_OIL/
1|3656|Zea Mays (Corn) Germ Oil is an oil obtained from the germ of Zea mays.|skin-conditioning agent - occlusive, emollient, and skin conditioning|https://www.ewg.org/skindeep/ingredients/707045-ZEA_MAYS_CORN_GERM_OIL/
1|3657|||https://www.ewg.org/skindeep/ingredients/716702-ANGELICA_ACUTILOBA/
1|3658|Rubus Chamaemorus Seed Extract is an extract of the seeds of Rubus chamaemorus.|skin-conditioning agent - miscellaneous and skin conditioning|https://www.ewg.org/skindeep/ingredients/723347-RUBUS_CHAMAEMORUS_SEED_EXTRACT/
1|3659|Sambucus Nigra Oil is a volatile oil obtained from Sambucus nigra and other species of Sambucus.|fragrance ingredient and masking|https://www.ewg.org/skindeep/ingredients/723436-SAMBUCUS_NIGRA_OIL/
1|3660|Silicone Quaternium-3 is a polymeric quaternary ammonium salt.|hair conditioning agent, antistatic, and hair conditioning|https://www.ewg.org/skindeep/ingredients/723561-SILICONE_QUATERNIUM3/
1|3661|Ulmus Davidiana Root Extract is an extract of the root bark of Ulmus davidiana.|not reported and skin conditioning|https://www.ewg.org/skindeep/ingredients/724732-ULMUS_DAVIDIANA_ROOT_EXTRACT/
1|3662||cleansing, emulsifying, skin conditioning, and surfactant|https://www.ewg.org/skindeep/ingredients/729175-COCOGLUCOSIDES_HYDROXYPROPYLTRIMONIUM_CHLORIDE/
1|3663|||https://www.ewg.org/skindeep/ingredients/732105-FRUCTOOLIGOSACCHARIDES/
1|3664|||https://www.ewg.org/skindeep/ingredients/861873-DIHYDROXYPROPYL_TRIMONIUM_CHLORIDE/
1|3665|||https://www.ewg.org/skindeep/ingredients/861979-POLYQUATERNIUM72/
1|3666|||https://www.ewg.org/skindeep/ingredients/862168-PENTAPEPTIDE_29_CYSTEINAMIDE/
1|3667|||https://www.ewg.org/skindeep/ingredients/862240-BISCETEARYL_AMODIMETHICONE/
1|3668|Alcaligenes Polysaccharides are the polysaccharides produced by a bacterial culture ofAlcaligenes latus.|emulsion stabilizer, humectant, skin-conditioning agent - humectant, viscosity increasingagent - aqueous, emollient, emulsion stabilising, skin conditioning, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/700209-ALCALIGENES_POLYSACCHARIDES/
1|3669|Cholesteryl/Behenyl/Octyldodecyl Lauroyl Glutamate is a mixed ester of Cholesterol (q.v.), Behenyl Alcohol (q.v.) and Octyldodecanol (q.v.), with Lauroyl Glutamic Acid (q.v.).|skin-conditioning agent - occlusive, skin conditioning, and skin protecting|https://www.ewg.org/skindeep/ingredients/701340-CHOLESTERYL_BEHENYL_OCTYLDODECYL_LAUROYL_GLUTAMATE/
2.0|3670|Disperse Black 9 is classed chemically as a monoazo color.|hair colorant and hair dyeing|https://www.ewg.org/skindeep/ingredients/702170-DISPERSE_BLACK_9/
1|3671|Isocetyl Palmitate is an ester of Isocetyl Alcohol (q.v.) and palmitic acid.|skin-conditioning agent - emollient, emollient, and skin conditioning|https://www.ewg.org/skindeep/ingredients/703168-ISOCETYL_PALMITATE/
1|3672|Ononis Spinosa Root Extract is an extract of the roots of the restharrow, Ononis spinosa.|not reported, antiseborrhoeic, and soothing|https://www.ewg.org/skindeep/ingredients/704302-ONONIS_SPINOSA_SPINY_REST_HARROW_ROOT_EXTRACT/
1|3673|Polyphosphorylcholine Glycol Acrylate is a polymer.|film former and film forming|https://www.ewg.org/skindeep/ingredients/705091-POLYPHOSPHORYLCHOLINE_GLYCOL_ACRYLATE/
1|3674|Ammonium Cocoyl Isethionate is an ammonium salt of the coconut fatty acid ester ofisethionic acid.|surfactant - cleansing agent, cleansing, and surfactant|https://www.ewg.org/skindeep/ingredients/716631-AMMONIUM_COCOYL_ISETHIONATE/
1|3675|Ophiopogon Japonicus Root Extract is an extract of the roots of Ophiopogon japonicus.|skin-conditioning agent - humectant, skin conditioning, and tonic|https://www.ewg.org/skindeep/ingredients/721166-OPHIOPOGON_JAPONICUS_ROOT_EXTRACT/
2.0|3676|PEG-9M is a polymer of ethylene oxide.|binder, emulsion stabilizer, and viscosity increasing agent - aqueous|https://www.ewg.org/skindeep/ingredients/721975-PEG9M/
1|3677|Triheptanoin is a triester of glycerin and heptanoic acid.|skin-conditioning agent - occlusive, viscosity increasing agent - nonaqueous, skin conditioning, surfactant, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/724646-TRIHEPTANOIN/
1|3678|||https://www.ewg.org/skindeep/ingredients/861827-LACTOBACILLUSKELP_FERMENT_FILTRATE/
1|3679|||https://www.ewg.org/skindeep/ingredients/861918-PHYTOSTERYL_CANOLATE/
2|3680|Ammonium Bicarbonate is an inorganic salt.|ph adjuster and buffering|https://www.ewg.org/skindeep/ingredients/700364-AMMONIUM_BICARBONATE/
1|3681|C12-14 Isoparaffin is a mixture of branched chain aliphatic hydrocarbons with 12 to 14carbons in the alkyl chain.|solvent|https://www.ewg.org/skindeep/ingredients/700893-C1214_ISOPARAFFIN/
1|3682||oral care agent, antiplaque, and oral care|https://www.ewg.org/skindeep/ingredients/700965-CALCIUM_GLYCEROPHOSPHATE/
3.5|3683|Cocotrimonium Methosulfate is a quaternary ammonium salt.|antistatic agent, hair conditioning agent, antistatic, and hair conditioning|https://www.ewg.org/skindeep/ingredients/701568-COCOTRIMONIUM_METHOSULFATE/
2.5|3684|||https://www.ewg.org/skindeep/ingredients/701611-COLLOIDAL_GOLD/
1|3685|||https://www.ewg.org/skindeep/ingredients/702468-FERULA_GUMOSA_GALBANUM_OIL/
1|3686|Hydrogenated Tallow Acid is an end product of controlled hydrogenation of Tallow Acid (q.v.).|opacifying agent, surfactant - cleansing agentsurfactant-cleansing agent is included as a function for the soap form of hydrogenated tallow acid., cleansing, emollient, emulsifying, opacifying, and surfactant|https://www.ewg.org/skindeep/ingredients/702958-HYDROGENATED_TALLOW_ACID/
2|3687|||https://www.ewg.org/skindeep/ingredients/703489-LAVANDULA_HYBRIDA_LAVANDIN/
3.5|3688|PEG-16 Soy Sterol is a polyethylene glycol derivative of sterols found in Glycine Soja(Soybean) Oil (q.v.) with an average of 16 moles of ethylene oxide.|surfactant - emulsifying agent and emulsifying|https://www.ewg.org/skindeep/ingredients/704533-PEG16_SOY_STEROL/
